ApplicationDate,Age,AnnualIncome,CreditScore,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,OutstandingAmount,DaysOverdue,CallResponse,DistanceFromBranch,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,EducationLevel_Bachelor,EducationLevel_Doctorate,EducationLevel_High School,EducationLevel_Master,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,Outstanding_norm,Days_norm,Credit_norm,Distance_norm,PriorityScore,RecoveryStrategy
2019-08-12,49,98710,594,28,65899,24,1,597,0.3442904997540705,4,2,0.1809354436001935,0,0,23,5,428,967,94877,25033,8225.833333333334,0.950589749268498,8,45704,86,0,48,69844,0.243899,0.2557162622596073,3536.058247859617,0.5024485763784359,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0.5439619419370578,0.4748603351955307,0.6688102893890675,0.9591836734693877,36.29818211145627,Field Visit
2019-08-13,29,34975,563,7,79272,60,1,442,0.1525131951223233,0,1,0.1145632898435259,0,0,21,8,1395,1670,14330,116709,2914.583333333333,0.673085584483452,7,75307,43,0,38,8949,0.302772,0.2944333578103328,2537.6798688653885,1.0223347655864092,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.905062210295194,0.2346368715083799,0.5691318327974275,0.7551020408163265,41.10197997267267,Field Visit
2019-08-14,40,126072,650,15,16000,96,1,409,0.0439689058917089,3,2,0.2806349534248632,0,0,21,10,3245,499,178204,28779,10506.0,0.8838709352322082,4,10764,31,0,25,149425,0.226,0.263481286433248,401.1751818472743,0.0771154751425161,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0.1177604293730178,0.1675977653631285,0.8488745980707395,0.4897959183673469,11.682990626398086,SMS Reminder
2019-08-15,34,47716,571,12,6911,96,1,848,0.3780027416710624,1,1,0.0212676445188728,0,0,21,6,8885,4495,42118,14764,3976.3333333333335,0.7636557567472048,8,2657,15,0,43,27354,0.256411,0.2925278082850321,186.9928559770312,0.2602882528234633,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0.01887045620883142,0.07821229050279331,0.594855305466238,0.8571428571428571,10.858582179886682,SMS Reminder
2019-08-16,45,44974,604,23,29665,36,2,130,0.3313980005696711,2,0,0.1486381658727246,0,0,33,15,5351,2721,150050,1660,3747.8333333333335,0.95666115409525,3,15221,23,0,23,148390,0.212665,0.2221127086504831,1136.1646537410884,0.3378391035908094,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0.17212734813369115,0.1229050279329609,0.7009646302250803,0.44897959183673464,13.471697799267629,SMS Reminder
2019-08-17,44,67816,610,21,24176,48,0,365,0.0732877690785379,2,0,0.6153360612969697,0,0,17,8,878,2069,86228,17204,5651.333333333333,0.9012706141779524,5,22687,86,1,2,69024,0.214176,0.2244693801096752,767.5690969225486,0.2004074136349915,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.26319834105879486,0.4748603351955307,0.720257234726688,0.02040816326530612,27.666927080711766,Priority Call
2019-08-18,52,31036,620,28,37440,12,3,235,0.2242366113061144,3,0,0.5250081766411104,0,0,23,22,3693,856,57431,33266,2586.333333333333,0.9079271180761432,6,31529,137,0,16,24165,0.19244,0.1817939716084991,3435.6962786189565,1.4192665080367146,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.3710539155891681,0.7597765363128491,0.752411575562701,0.3061224489795918,34.13252736476722,Field Visit
2019-08-19,33,66213,651,15,25398,48,2,151,0.077901900471191,1,2,0.0679331666996578,0,1,23,4,6772,2549,82910,17932,5517.75,0.9422380305961128,3,5772,88,0,11,64978,0.194898,0.2021266201233092,775.7509887454087,0.1679581330697129,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,0.056867528665528175,0.48603351955307267,0.852090032154341,0.2040816326530612,31.356371690514557,Priority Call
2019-08-20,36,34090,432,15,22681,72,0,221,0.1677098786172043,1,2,0.066875579734817,0,0,28,24,1222,3476,14319,18182,2840.833333333333,0.6212305221808566,2,9142,95,0,15,3937,0.321681,0.3390531869856078,740.435418707082,0.3384342922993542,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,0.09797511588192241,0.5251396648044693,0.14790996784565902,0.28571428571428564,26.017216846684242,Regular Call
2019-08-21,28,19094,578,5,38733,72,1,406,0.2584661923407221,3,0,0.2710790120557955,0,0,30,29,1438,599,39787,6422,1591.1666666666667,0.7014432679128437,6,26461,1,0,28,33365,0.264733,0.279526991173347,1114.6149423077663,0.9556603806270658,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,0.30923395950231763,0.0,0.617363344051447,0.5510204081632653,15.858487385371383,SMS Reminder
2019-08-22,34,60042,607,9,41539,48,4,280,0.0913847951959981,1,2,0.33533624893367,0,0,26,9,1698,1087,133633,141874,5003.5,0.7961386854370193,3,32830,166,0,47,6519,0.233039,0.2574424812209671,1394.6128369201317,0.3346882855841174,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0.3869236399121737,0.9217877094972067,0.7106109324758842,0.9387755102040816,42.240170161056945,Field Visit
2019-08-23,44,42071,635,22,11011,24,0,631,0.110597201375097,2,0,0.2992904117440524,0,0,24,5,1469,933,15864,14669,3505.9166666666665,0.8589783316758559,4,3260,172,1,11,1195,0.168511,0.1753150929978134,547.2250263142311,0.3360676075151713,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.026225908758233715,0.9553072625698323,0.80064308681672,0.2040816326530612,32.683436122090924,Priority Call
2019-08-24,49,59808,518,30,14642,48,0,362,0.3597051877453322,4,1,0.219952285010119,0,0,20,19,2398,894,107950,46078,4984.0,0.9114208021805662,3,8961,58,0,17,61872,0.250642,0.2586536858762726,492.58039774347066,0.171464766802462,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.09576726030739205,0.31843575418994413,0.42443729903536975,0.32653061224489793,18.222191734841157,SMS Reminder
2019-08-25,28,23171,527,4,20893,96,1,342,0.239055023124131,1,1,0.2651011283369637,0,0,20,17,2945,4460,142071,21360,1930.9166666666667,0.7932309045178652,6,13579,57,0,40,120711,0.292393,0.3296043266863757,619.8484698318756,0.4981304923388074,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.1520980727006587,0.3128491620111732,0.45337620578778126,0.7959183673469387,21.83000101015597,Regular Call
2019-08-26,50,183309,635,29,23137,36,2,343,0.5568299475649389,1,1,0.2919694632265623,0,1,24,2,2945,3617,31410,14856,15275.75,0.8195683855790953,4,6872,77,1,26,16554,0.190637,0.1925363693302758,851.0803092538196,0.078168358951529,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0.07028543547206635,0.4245810055865922,0.80064308681672,0.510204081632653,37.26767774382286,Field Visit
2019-08-27,56,81464,516,36,19673,36,0,384,0.4180089760819971,3,1,0.2800842701016119,0,0,20,13,4716,3064,226248,15745,6788.666666666667,0.9115264640732408,8,10853,120,0,32,210503,0.246673,0.2318459522307563,763.4304172022844,0.1690214696851052,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,0.11884606001463772,0.664804469273743,0.41800643086816724,0.6326530612244897,29.16869452972348,Priority Call
2019-08-28,44,64604,585,23,27367,60,4,327,0.1923705566321736,2,0,0.1016926205439859,0,0,23,17,2123,1998,134879,66625,5383.666666666667,0.485432825951815,5,5541,170,0,23,68254,0.239867,0.2535572120265021,808.9749695021561,0.2110039569380513,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.05404976823615515,0.9441340782122905,0.639871382636656,0.44897959183673464,31.071029135209027,Priority Call
2019-08-29,62,43585,559,40,36244,60,2,263,0.7294999587254416,1,1,0.5814571632098837,0,0,21,26,1051,1152,238153,12485,3632.0833333333335,0.8680716928683697,3,27528,139,1,20,225668,0.261744,0.2790235824847571,1126.3526639330817,0.3825222431386252,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,0.3222493291046597,0.770949720670391,0.5562700964630225,0.38775510204081626,40.31729743547342,Field Visit
2019-08-30,30,16828,521,9,52122,96,3,661,0.552124432226568,1,3,0.1863538835766952,0,0,31,29,1160,930,86473,32667,1402.3333333333333,0.7755229504062595,3,13618,133,0,18,53806,0.326622,0.314463530171585,1490.258961651239,1.5340567827320457,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.15257379848743596,0.7374301675977654,0.4340836012861735,0.346938775510204,30.4068260092565,Priority Call
2019-08-31,25,127173,479,7,29420,48,1,295,0.2930681216834264,1,2,0.1041769533802632,0,0,20,25,4915,1714,39654,29409,10597.75,0.7456172426521179,6,9325,6,0,28,10245,0.28492,0.2742970100042889,1015.7724040030992,0.1236840276476704,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0.1002073676506465,0.027932960893854747,0.2990353697749195,0.5510204081632653,13.469293394932896,SMS Reminder
2019-09-01,18,35197,579,0,14383,48,3,333,0.1302271899248226,2,1,0.1298597063960449,0,0,31,14,1391,229,192848,9868,2933.083333333333,0.7139904839288256,4,11994,81,0,39,182980,0.219883,0.2227740916822744,455.32082652703673,0.2687686427344501,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0.13276408880214688,0.446927374301676,0.6205787781350482,0.7755102040816325,22.82787026066399,Regular Call
2019-09-02,57,52208,551,32,20461,48,1,500,0.3946626358240049,1,3,0.2251216969149666,0,0,33,11,4390,2682,60607,8802,2432.0,0.7616469942470799,4,10865,160,0,7,51805,0.239961,0.2705870093028054,702.1324048735084,0.494297863846015,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,0.11899243717979995,0.888268156424581,0.5305466237942122,0.12244897959183673,31.08325568602559,Priority Call
2019-09-03,47,78723,536,23,21212,96,0,473,0.4019183602893119,4,2,0.274846688258291,0,0,21,7,4803,2883,153185,33524,6560.25,0.6676119402519272,4,16007,31,0,28,119661,0.288212,0.2739273449355576,546.8517872246924,0.1554592869516698,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.18171505245181752,0.1675977653631285,0.48231511254019277,0.5510204081632653,17.573346623047136,SMS Reminder
2019-09-04,39,92552,516,19,28490,72,4,258,0.2100408910530188,1,2,0.0728935989055674,0,1,26,26,8458,436,38143,133679,7712.666666666667,0.9588929941885054,4,20616,155,1,19,4261,0.28549,0.2458685930474909,760.2334972102266,0.1320209392181986,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.23793608197121252,0.8603351955307262,0.41800643086816724,0.36734693877551017,56.30313273260042,Field Visit
2019-09-05,43,46295,630,21,26744,72,0,588,0.2910601859323093,4,0,0.4421648118018063,0,0,23,2,1188,284,34742,5452,3857.9166666666665,0.8662863055738731,8,8572,112,0,19,29290,0.226744,0.193417616894961,630.4312703577568,0.3158262284111261,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,0.09102220053671627,0.6201117318435754,0.784565916398714,0.36734693877551017,22.224534842081283,Regular Call
2019-09-06,26,106844,597,4,61402,24,4,527,0.2376726157765996,5,2,0.2218733651821695,0,0,34,3,1292,1897,28498,12798,8903.666666666666,0.7072993155980797,4,20586,119,0,45,15700,0.2379019999999999,0.2070375685248588,3146.254420608197,0.4125552492165996,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.23757013905830693,0.659217877094972,0.6784565916398713,0.8979591836734693,31.312781101092142,Priority Call
2019-09-07,69,128326,656,45,17487,72,1,440,0.4845914872421971,3,1,0.1188732243110711,0,0,20,11,7094,237,246523,22304,10693.833333333334,0.9096264276890302,1,12718,26,0,50,224219,0.204487,0.1802601012928035,399.0970119485467,0.0784655030421158,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.14159551110026836,0.13966480446927376,0.868167202572347,1.0,14.057813419016425,SMS Reminder
2019-09-08,41,27768,532,17,26698,48,5,325,0.434133935763824,5,1,0.1860598111822697,0,0,23,3,469,1481,115073,24363,2314.0,0.8726735705570631,8,10426,180,0,45,90710,0.255698,0.2422162362401049,873.6781107134498,0.518011283800108,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,0.11363747255428154,1.0,0.46945337620578775,0.8979591836734693,38.204386332937915,Field Visit
2019-09-09,41,28880,552,20,71493,12,1,329,0.2569973743428227,1,2,0.4996444915039305,0,0,28,1,5529,508,13611,19003,2406.6666666666665,0.5747727913056931,8,39559,64,1,27,5028,0.260493,0.2469577799896005,6784.445089753748,2.955725106545879,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,0.4690046352768968,0.35195530726256985,0.5337620578778135,0.5306122448979591,35.18446238558281,Field Visit
2019-09-10,48,97641,491,25,16438,24,3,364,0.4089938726799176,5,3,0.5048060233169901,0,0,29,19,8574,266,43917,251793,8136.75,0.9834575438577476,6,14088,175,1,16,1093,0.245938,0.2581245888427746,884.0360597173743,0.1533826232485174,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,0.15830690412295684,0.9720670391061452,0.337620578778135,0.3061224489795918,42.205289558458944,Field Visit
2019-09-11,45,15000,544,22,23684,60,0,217,0.2023069101139369,3,1,0.3008264658952518,0,0,32,14,480,2270,74897,17039,1250.0,0.8867899580447589,4,9925,136,0,25,57858,0.256684,0.2890560447803103,750.4139549380715,0.7739311639504571,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,0.10752622590875822,0.7541899441340781,0.5080385852090032,0.4897959183673469,29.449129120361402,Priority Call
2019-09-12,42,42722,597,17,13733,48,1,395,0.159030587691434,3,0,0.2130421818588044,0,0,25,28,3418,4489,272232,4740,3560.1666666666665,0.9066302623064978,4,6509,5,0,35,267492,0.210233,0.2288459097951785,439.2949627612862,0.2343415465833864,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,0.06585752622590875,0.0223463687150838,0.6784565916398713,0.693877551020408,9.219206843357686,SMS Reminder
2019-09-13,30,20836,567,6,22949,84,2,630,0.2460316915909828,4,0,0.033457154172017,0,0,25,17,1812,742,45080,92994,1736.3333333333333,0.6855504304549443,9,10341,51,0,13,3572,0.264449,0.2456741210442986,574.5445635291334,0.6937288712972549,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.11260063430104904,0.2793296089385475,0.5819935691318328,0.24489795918367344,15.7658133570952,SMS Reminder
2019-09-14,45,47846,595,21,14911,60,3,625,0.5721637762616858,2,1,0.0482288560030646,0,0,21,19,13269,2530,172553,7115,3987.1666666666665,0.7922728630088117,5,11881,107,0,30,165438,0.222411,0.2091395049833084,402.67121600346286,0.2577447350257399,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.1313857038302025,0.5921787709497206,0.6720257234726688,0.5918367346938774,24.98496682739179,Regular Call
2019-09-15,62,61803,636,39,37175,12,0,333,0.1052539572070956,3,0,0.1251731240367848,0,0,31,19,16423,511,326686,19955,5150.25,0.8857773884894855,7,16987,21,0,4,306731,0.184175,0.22101,3481.178344503355,0.7405812037286258,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,0.19366918760673335,0.111731843575419,0.8038585209003215,0.061224489795918366,10.870908957563852,SMS Reminder
2019-09-16,56,42545,559,31,23710,60,1,686,0.3048245068634168,2,4,0.206361072841645,0,0,22,28,33898,2683,36581,10339,3545.4166666666665,0.9465931935247862,5,12005,23,1,34,26242,0.24921,0.2114961183570908,643.432217489041,0.3749720674548946,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.13289826787021225,0.1229050279329609,0.5562700964630225,0.673469387755102,19.864219708575675,Regular Call
2019-09-17,59,24039,559,36,13798,36,1,1046,0.1919452089064579,4,1,0.5660381045509226,0,0,20,21,13221,675,63875,9866,2003.25,0.7091789373653717,4,8894,64,0,33,54009,0.219298,0.239349836278308,540.8639869678872,0.7921447582517845,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.0949499878019029,0.35195530726256985,0.5562700964630225,0.6530612244897959,19.349987473440088,SMS Reminder
2019-09-18,33,26028,582,12,33532,48,0,344,0.3894741859348551,3,1,0.1918732204004068,0,0,22,19,12865,4595,31353,5923,2169.0,0.8625283254866905,2,20416,56,0,41,25430,0.237532,0.2172170387143949,1051.4021124039496,0.6433389176597277,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.23549646255184192,0.30726256983240224,0.630225080385852,0.8163265306122448,22.52583997156802,Regular Call
2019-09-19,28,195952,532,3,24096,60,1,570,0.029469585279998,1,0,0.2401622473564343,0,0,25,26,42240,116,257564,43105,16329.333333333334,0.6649596206166237,5,10132,83,0,44,214459,0.263096,0.2836676444715723,755.5892844220712,0.0811784080441376,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0.11005123200780678,0.4581005586592179,0.46945337620578775,0.8775510204081631,24.44727226669759,Regular Call
2019-09-20,38,116770,601,14,35468,84,3,130,0.1478082659977269,3,0,0.2061383038365465,0,0,27,19,3452,652,106255,58613,9730.833333333334,0.8094013074036901,3,24381,50,0,17,47642,0.259968,0.2907593916684781,992.19076461311,0.1153231923898031,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.28386191754086365,0.2737430167597765,0.6913183279742765,0.32653061224489793,20.078902726702047,Regular Call
